show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,genres,countries,Movie,TV Show
81147274,uyare,manu ashokan,"parvathy, asif ali, tovino thomas, siddique, pratap pothan, samyuktha menon, anarkali marikar, prem prakash",india,2019-08-14,2019,tv-14,119 min,"dramas, international movies",an aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.,2019.0,August,"['dramas', 'international movies']",['india'],True,False
81147278,90 ml,anita udeep,"oviya, masoom shankar, bommu lakshmi, monisha ram, tej raj, shree gopika, anson paul, devadarshini chetan",india,2019-08-13,2019,tv-14,123 min,"comedies, international movies, music & musicals",four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,2019.0,August,"['comedies', 'international movies', 'music & musicals']",['india'],True,False
81146011,calum von moger: unbroken,vlad yudin,calum von moger,united states,2019-08-13,2019,tv-ma,93 min,"documentaries, sports movies","bodybuilder and two-time mr. universe, calum von moger, reflects on his rise to fame and battle to come back from a debilitating injury.",2019.0,August,"['documentaries', 'sports movies']",['united states'],True,False
81123826,hasta los dientes,alberto arnaut estrada,no cast listed,mexico,2019-08-13,2018,tv-ma,109 min,"documentaries, international movies","this documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the mexican military.",2019.0,August,"['documentaries', 'international movies']",['mexico'],True,False
80161728,knightfall,no director listed,"tom cullen, jim carter, pádraic delaney, simon merrells, julian ovenden, olivia ross, ed stoppard, sabrina bartlett, bobby schofield, sarah-sofie boussnina",united states,,2019,tv-14,2 seasons,tv dramas,"fifteen years after the crusades ended in defeat, a veteran knight becomes master of his order's paris temple and discovers a shocking secret.",,,['tv dramas'],['united states'],False,True
81002933,tiffany haddish presents: they ready,no director listed,"tracey ashley, flame monroe, aida rodriguez, marlo williams, april macie, chaunté wayans, tiffany haddish",united states,2019-08-13,2019,tv-ma,1 season,"stand-up comedy & talk shows, tv comedies","hand-picked by tiffany haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",2019.0,August,"['stand-up comedy & talk shows', 'tv comedies']",['united states'],False,True
81135868,woodstock,barak goodman,no cast listed,united states,2019-08-13,2019,tv-ma,97 min,"documentaries, music & musicals","for the 50th anniversary of the legendary woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.",2019.0,August,"['documentaries', 'music & musicals']",['united states'],True,False
81145135,dc super hero girls,no director listed,"grey griffin, tara strong, nicole sullivan, kari wahlgren, myrna velasco, kimberly brooks",united states,2019-08-12,2019,tv-y7-fv,1 season,kids' tv,"as metropolis high students, super teens wonder woman, supergirl, bumblebee, batgirl, zatanna, and green lantern fight crime, classwork and crushes.",2019.0,August,"[""kids' tv""]",['united states'],False,True
80100929,cable girls,no director listed,"blanca suárez, nadia de santiago, ana fernández, maggie civantos, ana polvorosa, yon gonzález, martiño rivas, nico romero, borja luna, sergio mur, concha velasco, antonio velázquez, ernesto alterio, ira del río, angela cremonte, andrea carballo",spain,,2019,tv-ma,4 seasons,"international tv shows, romantic tv shows, spanish-language tv shows","in 1920s madrid, four women at the national telephone company ring in revolution as they manage romance, friendship and the modern workplace.",,,"['international tv shows', 'romantic tv shows', 'spanish-language tv shows']",['spain'],False,True
81156592,colin quinn: red state blue state,robert moresco,colin quinn,country not specified,2019-08-09,2019,tv-14,66 min,stand-up comedy,stand-up comedian colin quinn calls out the hypocrisies of the left and the right in this special based on his politically charged off-broadway show.,2019.0,August,['stand-up comedy'],['country not specified'],True,False
80114988,glow,no director listed,"alison brie, betty gilpin, marc maron, britney young, sydelle noel, gayle rankin, sunita mani, kimmy gatewood, rebekka johnson, jackie tohn, ellen wong, kate nash, britt baron, kia stevens, chris lowell, alex rich",united states,,2019,tv-ma,3 seasons,"tv comedies, tv dramas","in 1980s la, a crew of misfits reinvent themselves as the gorgeous ladies of wrestling. a comedy by the team behind ""orange is the new black.""",,,"['tv comedies', 'tv dramas']",['united states'],False,True
80027159,izombie,no director listed,"rose mciver, malcolm goodwin, rahul kohli, robert buckley, david anders, aly michalka",united states,,2019,tv-14,5 seasons,"tv comedies, tv dramas, tv horror",a medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.,,,"['tv comedies', 'tv dramas', 'tv horror']",['united states'],False,True
81074367,jaoon kahan bata ae dil,aadish keluskar,"khushboo upadhyay, rohit kokate, himanshu kohli, mohammed shakir",india,2019-08-09,2018,tv-ma,107 min,"dramas, independent movies, international movies","a couple’s caustic, increasingly jarring interactions over a mumbai evening strain their relationship until it threatens to break at its fraying seams.",2019.0,August,"['dramas', 'independent movies', 'international movies']",['india'],True,False
81091977,rocko's modern life: static cling,"joe murray, cosmo segurson","carlos alazraqui, tom kenny, charlie adler, jill talley, mr. lawrence, joe murray",united states,2019-08-09,2019,tv-y7,46 min,"children & family movies, comedies, lgbtq movies","after 20 years in space, rocko struggles to adjust to life in 21st century o-town and makes it his mission to get his favorite show back on the air.",2019.0,August,"['children & family movies', 'comedies', 'lgbtq movies']",['united states'],True,False
80217315,sintonia,no director listed,"christian malheiros, jottapê, bruna mascarenhas",brazil,2019-08-09,2019,tv-ma,1 season,"crime tv shows, international tv shows, tv dramas","three teens living in the same são paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",2019.0,August,"['crime tv shows', 'international tv shows', 'tv dramas']",['brazil'],False,True
80063867,the family,jesse moss,"james cromwell, david rysdahl, ben rosenfield, zachary booth",country not specified,2019-08-09,2019,tv-14,1 season,docuseries,"an enigmatic conservative christian group known as the family wields enormous influence in washington, d.c., in pursuit of its global ambitions.",2019.0,August,['docuseries'],['country not specified'],False,True
80243216,the inbestigators,no director listed,"abby bergman, anna cooke, aston droomer, jamil smyth-secka, james saunders, maria angelico, eliza ong",australia,2019-08-09,2019,tv-g,1 season,"kids' tv, tv comedies","four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.",2019.0,August,"[""kids' tv"", 'tv comedies']",['australia'],False,True
81016914,tiny house nation,no director listed,no cast listed,united states,2019-08-09,2019,tv-pg,1 season,reality tv,"traveling the u.s., host john weisbarth and expert zack giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",2019.0,August,['reality tv'],['united states'],False,True
81153372,westside vs. the world,michael fahey,"ron perlman, louie simmons",country not specified,2019-08-09,2019,tv-ma,96 min,"documentaries, sports movies","a look into the journey of influential strength coach louie simmons and the westside barbell gym he founded, evolving the sport of powerlifting.",2019.0,August,"['documentaries', 'sports movies']",['country not specified'],True,False
80178427,bad guys,no director listed,"kim sang-jung, ma dong-seok, park hae-jin, cho dong-hyuk, kang ye-won, kang shin-il, ji-a min, hwang seung-eon",south korea,2019-08-08,2014,tv-ma,1 season,"crime tv shows, international tv shows, korean tv shows","reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons.",2019.0,August,"['crime tv shows', 'international tv shows', 'korean tv shows']",['south korea'],False,True
81079322,dollar,no director listed,"adel karam, amel bouchoucha",lebanon,2019-08-08,2019,tv-ma,1 season,"international tv shows, tv dramas",beautiful executive assistant zeina reluctantly teams up with the self-assured tarek to chase down an elusive dollar bill worth $1 million.,2019.0,August,"['international tv shows', 'tv dramas']",['lebanon'],False,True
80027158,jane the virgin,no director listed,"gina rodriguez, andrea navedo, yael grobglas, justin baldoni, ivonne coll, brett dier, jaime camil, anthony mendez",united states,,2019,tv-14,5 seasons,"romantic tv shows, tv comedies, tv dramas","after vowing to remain chaste until marriage, jane villanueva learns she's pregnant due to a medical slip-up and has to rethink her future.",,,"['romantic tv shows', 'tv comedies', 'tv dramas']",['united states'],False,True
70183165,judy moody and the not bummer summer,john schultz,"jordana beatty, heather graham, parris mosteller, preston bailey, kristoffer ryan winters, garrett ryan, jaleel white, ashley boettcher, taylar hender, cameron boyce, jenica bergere, janet varney",united states,2019-08-08,2011,pg,91 min,"children & family movies, comedies","in this family film, never-dull third-grader judy moody embarks on a summer adventure with her brother, stink, and always-up-for-fun aunt opal.",2019.0,August,"['children & family movies', 'comedies']",['united states'],True,False
80183878,let's eat 2,no director listed,"yoon du-jun, seo hyun-jin, kwon yul, kim hee-won, hwang seog-jeong, cho eun-ji, hwang seung-un, lee ju-seung, kim ji-young","malaysia, singapore, hong kong",2019-08-08,2015,tv-14,1 season,"international tv shows, korean tv shows, romantic tv shows",two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.,2019.0,August,"['international tv shows', 'korean tv shows', 'romantic tv shows']","['malaysia', 'singapore', 'hong kong']",False,True
80177986,let’s eat,no director listed,"lee soo-kyung, yoon du-jun, yoon so-hui, shim hyoung-tak, do-yeon lee, jang won-young, jung soo-young",south korea,2019-08-08,2013,tv-14,1 season,"international tv shows, korean tv shows, romantic tv shows","with the help of her neighbors, a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well.",2019.0,August,"['international tv shows', 'korean tv shows', 'romantic tv shows']",['south korea'],False,True
80165295,misaeng,no director listed,"im si-wan, kang so-ra, lee sung-min, kang ha-neul, byun yo-han, kim dae-myeong, shin eun-jung, park hae-joon",south korea,2019-08-08,2014,tv-14,1 season,"international tv shows, korean tv shows, tv dramas","equipped with nothing more than a ged and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",2019.0,August,"['international tv shows', 'korean tv shows', 'tv dramas']",['south korea'],False,True
80178404,oh my ghost,no director listed,"park bo-young, cho jung-seok, lim ju-hwan, kim seul-ki",south korea,2019-08-08,2015,tv-14,1 season,"international tv shows, korean tv shows, romantic tv shows","possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star.",2019.0,August,"['international tv shows', 'korean tv shows', 'romantic tv shows']",['south korea'],False,True
80165487,reply 1994,shin won-ho,"go ara, jung woo, sung dong-il, dohee, son ho-jun, kim sung-kyun, cha seon-wu, yoo yeon-seok, lee il-hwa",south korea,2019-08-08,2014,tv-14,1 season,"international tv shows, korean tv shows, romantic tv shows","all hailing from various parts of korea, a group of college students go from being complete strangers to a big happy family at a seoul boarding house.",2019.0,August,"['international tv shows', 'korean tv shows', 'romantic tv shows']",['south korea'],False,True
70297144,reply 1997,shin won-ho,"jung eun-ji, seo in-guk, shin so-yul, ji-won eun, lee ho-won, lee si-eon, sung dong-il, lee il-hwa, song jong-ho",south korea,2019-08-08,2012,tv-14,1 season,"international tv shows, korean tv shows, romantic tv shows","as a teen, shi won was obsessed with a boy band. now 33 years old, shi won and her friends are reviving their memories as their school reunion nears.",2019.0,August,"['international tv shows', 'korean tv shows', 'romantic tv shows']",['south korea'],False,True
81087761,roll red roll,nancy schwartzman,no cast listed,united states,2019-08-08,2018,tv-ma,80 min,documentaries,"this compelling documentary follows the 2012 steubenville, ohio rape case, putting social media and high school football culture in the spotlight.",2019.0,August,['documentaries'],['united states'],True,False
81065902,st. agatha,darren lynn bousman,"sabrina kern, carolyn hennesy, courtney halverson, shaun fletcher, lindsay seim, hannah fierman, trin miller, seth michaels, justin miles",united states,2019-08-08,2018,tv-ma,103 min,"horror movies, independent movies","unwed and pregnant, a young woman flees her abusive home in 1950s georgia and takes refuge at a mysterious convent with a terrible secret.",2019.0,August,"['horror movies', 'independent movies']",['united states'],True,False
80239462,the naked director,no director listed,"takayuki yamada, shinnosuke mitsushima, tetsuji tamayama, misato morita, tokio emoto, sairi ito, ami tomite, takenori goto, koyuki, lily franky, jun kunimura, ryo ishibashi, kotaro yoshida, itsuji itao, kimiko yo",japan,2019-08-08,2019,tv-ma,1 season,"international tv shows, tv dramas","in 1980s japan, one determined man turned every crushing setback into opportunity. his name was toru muranishi, and he revolutionized his industry.",2019.0,August,"['international tv shows', 'tv dramas']",['japan'],False,True
80230293,wu assassins,no director listed,"iko uwais, katheryn winnick, byron mann, tommy flanagan, li jun li, celia au, lewis tan, lawrence kao, juju chan, tzi ma, cranston johnson, mark dacascos, kevin durand, jeff fahey, summer glau",united states,2019-08-08,2019,tv-ma,1 season,"tv action & adventure, tv sci-fi & fantasy",an unassuming san francisco chef becomes the latest in a long line of assassins chosen to keep the mystical wu powers out of the wrong hands.,2019.0,August,"['tv action & adventure', 'tv sci-fi & fantasy']",['united states'],False,True
81112446,badla,sujoy ghosh,"amitabh bachchan, taapsee pannu, amrita singh, tony luke, manav kaul",india,2019-08-07,2019,tv-14,117 min,"international movies, thrillers","when a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.",2019.0,August,"['international movies', 'thrillers']",['india'],True,False
81088318,the pursuit,john papola,arthur brooks,united states,2019-08-07,2019,tv-14,76 min,documentaries,"in a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",2019.0,August,['documentaries'],['united states'],True,False
80080617,theo von: no offense,john asher,theo von,united states,2019-08-07,2016,tv-ma,67 min,stand-up comedy,"southern charmer theo von offers up a twisted take on his dating mishaps, meeting brad pitt, chasing down fugitive chimpanzees and more.",2019.0,August,['stand-up comedy'],['united states'],True,False
80044888,crazy beautiful you,mae czarina cruz,"kathryn bernardo, daniel padilla, lorna tolentino, gabby concepcion, inigo pascual",philippines,2019-08-06,2015,tv-pg,114 min,"comedies, dramas, international movies",a rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.,2019.0,August,"['comedies', 'dramas', 'international movies']",['philippines'],True,False
80050006,i'm brent morin,lance bangs,brent morin,united states,2019-08-06,2015,tv-ma,67 min,stand-up comedy,"in a witty solo show, brent morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",2019.0,August,['stand-up comedy'],['united states'],True,False
80002621,jim jefferies : bare,shannon hartman,jim jefferies,united states,2019-08-06,2014,nr,77 min,stand-up comedy,"nothing is sacred in this show from australian comic jim jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",2019.0,August,['stand-up comedy'],['united states'],True,False
81145273,professor mack,christopher nolen,"lisa wu, timon kyle durrett, robert christopher riley, erica hubbard, amin joseph, christopher nolen, larry biela, jackie christie, katharin 'ladie k' mraz, simeon henderson",united states,2019-08-06,2018,tv-ma,84 min,"comedies, romantic movies","when a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best.",2019.0,August,"['comedies', 'romantic movies']",['united states'],True,False
81047680,screwball,billy corben,no cast listed,united states,2019-08-06,2018,tv-ma,105 min,"documentaries, sports movies",a steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.,2019.0,August,"['documentaries', 'sports movies']",['united states'],True,False
81001278,sebastian maniscalco: why would you do that,joe demaio,sebastian maniscalco,united states,2019-08-06,2016,tv-ma,63 min,stand-up comedy,"sebastian maniscalco delivers an expressive stand-up at the legendary beacon theatre on whole foods, family nicknames and dodging obnoxious neighbors.",2019.0,August,['stand-up comedy'],['united states'],True,False
81035838,alarmoty in the land of fire,no director listed,no cast listed,country not specified,2019-08-05,2017,tv-14,94 min,"comedies, international movies","while vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.",2019.0,August,"['comedies', 'international movies']",['country not specified'],True,False
81035835,detention letter,mohamed samy,"mohamed ramadan, dina el-sherbiny, eyad nassar, sayed rajab, walid fawaz, eman el-assy",egypt,2019-08-05,2017,tv-14,99 min,"action & adventure, international movies",a man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,2019.0,August,"['action & adventure', 'international movies']",['egypt'],True,False
81143771,enter the anime,alex burunova,"kozo morishita, yoko takahashi, shinji aramaki, kenji kamiyama","united states, japan",2019-08-05,2019,tv-ma,59 min,"documentaries, international movies","what is anime? through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers.",2019.0,August,"['documentaries', 'international movies']","['united states', 'japan']",True,False
80231658,no good nick,no director listed,"melissa joan hart, sean astin, siena agudong, lauren lindsey donzis, kalama epstein",united states,,2019,tv-pg,2 seasons,"kids' tv, tv comedies, tv dramas","a family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative.",,,"[""kids' tv"", 'tv comedies', 'tv dramas']",['united states'],False,True
80208295,no one will ever know,jesús torres torres,"adriana paz, jorge a. jiménez, david medel, arcelia ramírez, luciano marti, joanna larequi, claudia santiago, paul choza, gabriel casanova, alisson santiago, manuel ojeda, ofelia medina, silvia pasquel",mexico,2019-08-05,2017,tv-ma,102 min,"dramas, international movies",a mother and young son escape into their own imaginations to ignore the reality of their lives in rural mexico.,2019.0,August,"['dramas', 'international movies']",['mexico'],True,False
80994162,misfit,erwin van den eshof,"djamila, niek roozen, bente fokkens, jolijn henneman, fenna ramos, jill schirnhofer, donny roelvink, défano holwijn, luca gilliot",netherlands,2019-08-03,2017,tv-14,81 min,"children & family movies, comedies, international movies","after living in america for years, a teenage girl moves back to the netherlands and is quickly singled out as a misfit by the popular clique at school.",2019.0,August,"['children & family movies', 'comedies', 'international movies']",['netherlands'],True,False
80108159,ask the storybots,no director listed,"judy greer, erin fitzgerald, fred tatasciore, jeff gill, gregg spiridellis, evan spiridellis",united states,,2019,tv-y,3 seasons,kids' tv,"five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",,,"[""kids' tv""]",['united states'],False,True
80245353,basketball or nothing,no director listed,no cast listed,united states,2019-08-02,2019,tv-pg,1 season,"docuseries, reality tv",follow the chinle high basketball team in arizona's navajo nation on a quest to win a state championship and bring pride to their isolated community.,2019.0,August,"['docuseries', 'reality tv']",['united states'],False,True
70287604,care bears: welcome to care-a-lot,no director listed,"david lodge, patty mattson, doug erholtz, stephanie sheh, nayo wallace, michael sinterniklaas, michaela dean",united states,2019-08-02,2012,tv-y,1 season,kids' tv,"nestled in a faraway cloud is a rainbow-colored world called care-a-lot, home to the magical care bears who each have a special talent.",2019.0,August,"[""kids' tv""]",['united states'],False,True
80095698,dear white people,no director listed,"logan browning, brandon p. bell, deron horton, antoinette robertson, john patrick amedori, ashley blaine featherson, marque richardson, giancarlo esposito",united states,,2019,tv-ma,3 seasons,"tv comedies, tv dramas","students of color navigate the daily slights and slippery politics of life at an ivy league college that's not nearly as ""post-racial"" as it thinks.",,,"['tv comedies', 'tv dramas']",['united states'],False,True
80238565,derry girls,no director listed,"saoirse-monica jackson, nicola coughlan, louisa harland, jamie-lee o'donnell, dylan llewellyn, tara lynne o'neill, kathy kiera clarke, tommy tiernan, ian mcelhinney, siobhan mcsweeney",united kingdom,,2019,tv-ma,2 seasons,"british tv shows, international tv shows, tv comedies","amidst the political conflict of northern ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",,,"['british tv shows', 'international tv shows', 'tv comedies']",['united kingdom'],False,True
70242938,for greater glory,dean wright,"rubén blades, bruce greenwood, bruce mcgill, peter o'toole, andy garcia, nestor carbonell, eduardo verástegui, catalina sandino moreno, eva longoria, santiago cabrera, adrian alonso, oscar isaac, mauricio kuri",mexico,2019-08-02,2012,r,145 min,"dramas, international movies","when a vicious war against catholics is waged in mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom.",2019.0,August,"['dramas', 'international movies']",['mexico'],True,False
81150918,léa & i,camille shooshani,"léa moret, camille shooshani",country not specified,2019-08-02,2019,tv-ma,84 min,documentaries,best friends léa and camille explore the notion of healing while traveling to latin america in search of a cure for a terminal disease.,2019.0,August,['documentaries'],['country not specified'],True,False
80164216,miraculous: tales of ladybug & cat noir,thomas astruc,"cristina vee, bryce papenbrook, keith silverstein, mela lee, max mittelman, carrie keranen, stephanie sheh, andré gordon, matthew mercer, christopher corey smith, philece sampler, selah victor, marieve herington, ben diskin, kira buckland, erin fitzgerald, grant george, ethan murray, david roach, todd haberkorn","france, south korea, japan",,2018,tv-y7,4 seasons,"kids' tv, tv action & adventure","when paris is in peril, marinette becomes ladybug. little does she know, her school crush adrien is actually cat noir, another city-saving superhero.",,,"[""kids' tv"", 'tv action & adventure']","['france', 'south korea', 'japan']",False,True
22469949,now and then,lesli linka glatter,"christina ricci, rosie o'donnell, thora birch, melanie griffith, gaby hoffmann, demi moore, ashleigh aston moore, rita wilson, janeane garofalo, hank azaria, bonnie hunt, cloris leachman",united states,2019-08-02,1995,pg-13,102 min,dramas,"waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970.",2019.0,August,['dramas'],['united states'],True,False
80211623,otherhood,no director listed,no cast listed,"united kingdom, united states",2019-08-02,2019,r,101 min,comedies,"feeling forgotten on mother's day, three best friends leave the suburbs and drive to new york city to surprise their adult sons.",2019.0,August,['comedies'],"['united kingdom', 'united states']",True,False
81155803,uriyadi 2,vijay kumar,"vijay kumar, vismaya, shankar thas, abbas, sudhakar, durai ramesh",india,2019-08-02,2019,tv-ma,116 min,"dramas, international movies","when a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.",2019.0,August,"['dramas', 'international movies']",['india'],True,False
70121522,3 idiots,rajkumar hirani,"aamir khan, kareena kapoor, madhavan, sharman joshi, omi vaidya, boman irani, mona singh, javed jaffrey",india,2019-08-01,2009,pg-13,164 min,"comedies, dramas, international movies","while attending one of india's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",2019.0,August,"['comedies', 'dramas', 'international movies']",['india'],True,False
81065784,are we done yet?,khaled el halafawy,"ahmed eid, ayten amer, ahmed fouad selim, mohsen mansour",egypt,2019-08-01,2018,tv-14,87 min,"comedies, dramas, international movies","when authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.",2019.0,August,"['comedies', 'dramas', 'international movies']",['egypt'],True,False
80124099,boyka: undisputed,todor chapkanov,"scott adkins, teodora duhovnikova, alon aboutboul, julian vergov, brahim achabbakhe, paul chahidi, petio petkov, valentin ganev, vlado mihailov","bulgaria, united states",2019-08-01,2016,r,90 min,action & adventure,the fourth film in the action franchise finds boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,2019.0,August,['action & adventure'],"['bulgaria', 'united states']",True,False
70119812,clash of the titans,louis leterrier,"sam worthington, liam neeson, ralph fiennes, jason flemyng, gemma arterton, alexa davalos, tine stapelfeldt, mads mikkelsen, luke evans","united states, united kingdom, australia",2019-08-01,2010,pg-13,106 min,"action & adventure, sci-fi & fantasy","if he is to save the life of the beautiful princess andromeda, the valiant perseus must battle a host of powerful, beastly enemies.",2019.0,August,"['action & adventure', 'sci-fi & fantasy']","['united states', 'united kingdom', 'australia']",True,False
60032685,darna mana hai,prawal raman,"aftab shivdasani, antara mali, boman irani, isha koppikar, nana patekar, raghuvir yadav, rajpal yadav, revathy, saif ali khan, sameera reddy, sanjay kapoor, shilpa shetty, sohail khan, vivek oberoi",india,2019-08-01,2003,tv-ma,116 min,"horror movies, international movies, thrillers","stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves.",2019.0,August,"['horror movies', 'international movies', 'thrillers']",['india'],True,False
70006816,ek hasina thi,sriram raghavan,"saif ali khan, urmila matondkar, seema biswas, pratima kazmi, aditya srivastava, rasika joshi, madan joshi, seema adhikari",india,2019-08-01,2004,tv-ma,134 min,"dramas, international movies, thrillers","imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",2019.0,August,"['dramas', 'international movies', 'thrillers']",['india'],True,False
70236587,ferrari ki sawaari,rajesh mapuskar,"sharman joshi, boman irani, ritwik sahore, paresh rawal, deepak shirke, satyadeep misra, aakash dabhade, nilesh diwekar, vidya balan",india,2019-08-01,2012,tv-pg,133 min,"comedies, international movies, sports movies",a father winds up involved with a stolen ferrari as he tries to acquire the money to send his son to the leading cricket academy.,2019.0,August,"['comedies', 'international movies', 'sports movies']",['india'],True,False
520489,four weddings and a funeral,mike newell,"hugh grant, andie macdowell, james fleet, simon callow, john hannah, kristin scott thomas, david bower, charlotte coleman, david haig, rowan atkinson, sophie thompson, anna chancellor, corin redgrave",united kingdom,2019-08-01,1994,r,118 min,"classic movies, comedies, international movies","a commitment-phobic brit tries to reconnect with an alluring american who's about to make a seemingly awful mistake by marrying a wealthy, boring man.",2019.0,August,"['classic movies', 'comedies', 'international movies']",['united kingdom'],True,False
80160755,grand designs,no director listed,kevin mccloud,united kingdom,,2017,tv-14,2 seasons,"british tv shows, international tv shows, reality tv","host kevin mccloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",,,"['british tv shows', 'international tv shows', 'reality tv']",['united kingdom'],False,True
70171946,heartland,no director listed,"amber marshall, michelle morgan, graham wardle, shaun johnston, chris potter, jessica amlee, kerry james, nathaniel arcand",canada,,2017,tv-pg,11 seasons,tv dramas,spunky teenager amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,,,['tv dramas'],['canada'],False,True
70266677,horns,alexandre aja,"daniel radcliffe, juno temple, max minghella, joe anderson, kelli garner, heather graham, david morse, kathleen quinlan, james remar","united states, canada",2019-08-01,2013,r,120 min,"dramas, horror movies, sci-fi & fantasy","accused of murder, ig perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.",2019.0,August,"['dramas', 'horror movies', 'sci-fi & fantasy']","['united states', 'canada']",True,False
60010514,jackie brown,quentin tarantino,"pam grier, samuel l. jackson, robert forster, bridget fonda, michael keaton, robert de niro, michael bowen, chris tucker, lisagay hamilton, tommy 'tiny' lister, hattie winston, sid haig",united states,2019-08-01,1997,r,154 min,"dramas, thrillers","when an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",2019.0,August,"['dramas', 'thrillers']",['united states'],True,False
70301367,jupiter ascending,"lana wachowski, lilly wachowski","mila kunis, channing tatum, sean bean, eddie redmayne, douglas booth, tuppence middleton, nikki amuka-bird, christina cole, james d'arcy, gugu mbatha-raw","united states, australia",2019-08-01,2015,pg-13,128 min,"action & adventure, sci-fi & fantasy",a young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,2019.0,August,"['action & adventure', 'sci-fi & fantasy']","['united states', 'australia']",True,False
81139317,khaani,no director listed,"feroze khan, sana javed, mehmood aslam, saman ansari, qavi khan, salma hasan, rashid farooqi, muhammad mubarik ali",pakistan,2019-08-01,2017,tv-14,1 season,"crime tv shows, international tv shows, romantic tv shows","after a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.",2019.0,August,"['crime tv shows', 'international tv shows', 'romantic tv shows']",['pakistan'],False,True
80014727,last knights,kazuaki kiriya,"clive owen, morgan freeman, cliff curtis, aksel hennie, peyman moaadi, ayelet zurer, shohreh aghdashloo, tsuyoshi ihara, ahn sung-kee","united kingdom, south korea",2019-08-01,2015,r,115 min,action & adventure,a nobleman who values his people's well-being over his emperor's edicts is killed. his knights vow revenge.,2019.0,August,['action & adventure'],"['united kingdom', 'south korea']",True,False
81050688,manu,phanindra narsetti,"raja goutham, chandini chowdary, bomma sreedhar, john kottoly, srikanth mullagiri, ravi teja",india,2019-08-01,2018,tv-ma,177 min,"dramas, independent movies, international movies","the relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",2019.0,August,"['dramas', 'independent movies', 'international movies']",['india'],True,False
80081505,mi-5,bharat nalluri,"peter firth, kit harington, jennifer ehle, elyes gabel, eleanor matsuura, tim mcinnerny, lara pulver, david harewood, tuppence middleton",united kingdom,2019-08-01,2015,r,105 min,"action & adventure, dramas, international movies","when a terrorist escapes custody, mi-5 director harry pearce becomes the scapegoat. but the wily veteran still has some spycraft tricks up his sleeve.",2019.0,August,"['action & adventure', 'dramas', 'international movies']",['united kingdom'],True,False
